,category,text
248,spam,"You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
"
249,spam,"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
"
250,spam,"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
"
251,not_spam,"Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
"
252,not_spam,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem
"
253,not_spam,"I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
"
254,spam,"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
"
255,not_spam,"Goodmorning, today i am late for 2hrs. Because of back pain.
"
256,not_spam,"Sending you greetings of joy and happiness. Do have a gr8 evening
"
257,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
"
258,spam,"+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
"
259,not_spam,"ok. I am a gentleman and will treat you with dignity and respect.
"
260,not_spam,"I asked sen to come chennai and search for job.
"
261,spam,"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
"
262,spam,"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
"
263,spam,"WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
"
264,not_spam,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that
"
265,spam,"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
"
266,spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..
"
267,not_spam,"That's very rude, you on campus?
"
268,spam,"Missed call alert. These numbers called but left no message. 07008009200
"
269,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
"
270,spam,"Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
"
271,spam,"Adult 18 Content Your video will be with you shortly
"
272,spam,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
"
273,not_spam,"Sorry, was in the bathroom, sup
"
274,not_spam,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …
"
275,spam,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
"
276,not_spam,"Ü log off 4 wat. It's sdryb8i
"
277,spam,"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
"
278,spam,"<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
"
279,spam,"Filthy stories and GIRLS waiting for your
"
280,spam,"Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
"
281,not_spam,"That is wondarfull song
"
282,not_spam,"Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
"
283,spam,"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
"
284,spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.
"
285,not_spam,"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
"
286,spam,"GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
"
287,not_spam,"Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
"
288,not_spam,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?
"
289,spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+
"
290,not_spam,"Oh sorry please its over
"
291,not_spam,"Hi happy birthday. Hi hi hi hi hi hi hi
"
292,not_spam,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
"
293,not_spam,"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
"
294,not_spam,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...
"
295,not_spam,"How much did ur hdd casing cost.
"
296,not_spam,"I wonder if your phone battery went dead ? I had to tell you, I love you babe
"
297,spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
"
298,spam,"RCT' THNQ Adrian for U text. Rgds Vatian
"
299,not_spam,"Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
"
300,not_spam,"Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
"
301,not_spam,"Dont put your phone on silent mode ok
"
302,not_spam,"Alright, we're all set here, text the man
"
303,spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm
"
304,not_spam,"Oh is it! Which brand?
"
305,not_spam,"We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
"
306,not_spam,"I sent them. Do you like?
"
307,spam,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
"
308,spam,"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
"
309,not_spam,"No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
"
310,not_spam,"Boy you best get yo ass out here quick
"
311,not_spam,"It could work, we'll reach a consensus at the next meeting
"
312,not_spam,"""I;m reaching in another 2 stops.""
"
313,spam,"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
"
314,spam,"Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
"
315,not_spam,"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
"
316,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text
"
317,spam,"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
"
318,not_spam,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
"
319,spam,"You have 1 new message. Please call 08715205273
"
320,spam,"Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
"
321,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
"
322,spam,"Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
"
323,not_spam,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.
"
324,not_spam,"Am i that much bad to avoid like this?
"
325,not_spam,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
"
326,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
"
327,spam,"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
"
328,spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120
"
329,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
"
330,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk
"
331,not_spam,"Probably earlier than that if the station's where I think it is
"
332,spam,"PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
"
333,not_spam,"Too late. I said i have the website. I didn't i have or dont have the slippers
"
334,not_spam,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)
"
335,spam,"XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
"
336,spam,"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
"
337,spam,"You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
"
338,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
"
339,not_spam,"K..k:)how much does it cost?
"
340,not_spam,"All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
"
341,not_spam,"Nope thats fine. I might have a nap tho! 
"
342,spam,"PRIVATE! Your 2003 Account Statement for 078
"
343,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
"
344,spam,"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
"
345,spam,"85233 FREE>Ringtone!Reply REAL
"
346,not_spam,"Hey we can go jazz power yoga hip hop kb and yogasana 
"
347,spam,"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
"
348,not_spam,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""
"
349,spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm
"
350,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
"
351,spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
"
352,spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
"
353,not_spam,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ
"
354,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr
"
355,spam,"Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
"
356,not_spam,"Can you do a mag meeting this avo at some point?
"
357,not_spam,"dont make ne plans for nxt wknd coz she wants us to come down then ok
"
358,not_spam,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.
"
359,spam,"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
"
360,spam,"YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
"
361,spam,"Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
"
362,spam,"u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
"
363,not_spam,"Fffff. Can you text kadeem or are you too far gone
"
364,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
"
365,not_spam,"Will be office around 4 pm. Now i am going hospital.
"
366,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011
"
367,not_spam,"Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
"
368,spam,"wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
"
